gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000173915.8	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000173915	HGNC:30889	ATP5MD	ATP synthase membrane subunit DAPIT	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	MGC14697|bA792D24.4|DAPIT	Diabetes Associated Protein in Insulin-sensitive Tissues	USMG5	upregulated during skeletal muscle growth 5|upregulated during skeletal muscle growth 5 homolog (mouse)|up-regulated during skeletal muscle growth 5 homolog (mouse)	Mitochondrial complex V: ATP synthase subunits	644	2004-02-17	2017-11-22	2017-11-22	2017-11-22	84833	OTTHUMG00000018984	uc001kww.4	BC007087	NM_032747	CCDS7548	Q96IX5	17570365|17575325|22688299|25851905	MGI:1891435	RGD:631426	NA	NA	615204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000221767.1	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000221767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000148843.9	chr10:104423800-105165583	3	6.2e-19	chr10:104423800-105165583	Y	ARL3;AS3MT;C10orf32;CNNM2;CYP17A1;INA;NT5C2;PCGF6;PDCD11;SFXN2;TAF5;TRIM8;USMG5;WBP1L	CNNM2 Hypomagnesemia 6, renal; CYP17A1 17,20-lyase deficiency, isolated; CYP17A1 17- alpha-hydroxylase/17,20-lyase deficiency	ASD-ADHD-BIP-MDD-SCZ p=2E-9 pmid=23453885; Blood pressure p=4E-17 pmid=21572416; Coronary heart disease p=1E-9 pmid=21378990; Intracranial aneurysm p=1E-9 pmid=20364137; SCZ p=2E-9 pmid=22688191; Systolic blood pressure p=7E-26 pmid=21909115	Arl3 nervous; Cyp17a1 behavioral neurological; Ina nervous	ENSG00000148843	HGNC:13408	PDCD11	programmed cell death 11	protein-coding gene	gene with protein product	Approved	10q24.33	10q24.33	KIAA0185|ALG-4|RRP5	NA	NA	NA	Minor histocompatibility antigens	870	2003-04-10	NA	NA	2016-10-05	22984	OTTHUMG00000018988	uc001kwy.2	D80007	NM_014976	CCDS31276	Q14690	10229231	MGI:1341788	RGD:1304933	NA	PDCD11	612333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000157613.6	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000157613	HGNC:18856	CREB3L1	cAMP responsive element binding protein 3 like 1	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	OASIS	BBF-2 homolog (drosophila)	NA	NA	Basic leucine zipper proteins	506	2003-12-09	NA	2016-06-01	2016-10-05	90993	OTTHUMG00000166423	uc021qik.3	NA	NM_052854	CCDS53620	Q96BA8	NA	MGI:1347062	RGD:1359613	NA	CREB3L1	616215	NA	NA	NA	NA	209329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000149091.11	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000149091	HGNC:2857	DGKZ	diacylglycerol kinase zeta	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	DAGK5|hDGKzeta|DGK-ZETA|DAGK6	NA	NA	diacylglycerol kinase, zeta 104kDa	Diacylglycerol kinases	1178	1998-10-02	NA	2016-01-14	2016-04-25	8525	OTTHUMG00000166437	uc001nch.2	U51477	NM_001105540	CCDS41640|CCDS44579|CCDS44580|CCDS55757|CCDS55758|CCDS55759|CCDS7918	Q13574	8626588	MGI:1278339	RGD:70929	NA	DGKZ	601441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7.1.107	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000264102.1	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000264102	HGNC:41897	MIR4688	microRNA 4688	non-coding RNA	RNA, micro	Approved	11p11.2	11p11.2	hsa-mir-4688	NA	NA	NA	MicroRNAs	476	2011-05-02	NA	NA	2016-11-16	100616368	NA	uc021qim.1	NA	NR_039837	NA	NA	NA	NA	NA	NA	NA	NA	MI0017321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075E114	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000110492.11	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000110492	HGNC:6972	MDK	midkine	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	MK|FLJ27379	NA	NEGF2	neurite growth-promoting factor 2	NA	NA	1991-07-10	NA	2017-08-04	2017-08-04	4192	OTTHUMG00000150315	uc031qav.2	NA	NM_001012334	CCDS7919|CCDS59226	P21741	8406506	MGI:96949	RGD:69073	NA	MDK	162096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000180720.6	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000180720	HGNC:1953	CHRM4	cholinergic receptor muscarinic 4	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	NA	acetylcholine receptor, muscarinic 4	NA	NA	Cholinergic receptors muscarinic	180	1989-04-21	NA	2016-03-03	2016-10-05	1132	OTTHUMG00000154371	uc001nct.2	M16405	NM_000741	CCDS44581	P08173	1577490	MGI:88399	RGD:2344	NA	CHRM4	118495	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:16	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000110497.10	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000110497	HGNC:25990	AMBRA1	autophagy and beclin 1 regulator 1	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	FLJ20294|KIAA1736|WDR94|DCAF3	WD repeat domain 94|DDB1 and CUL4 associated factor 3	NA	autophagy/beclin-1 regulator 1	WD repeat domain containing|DDB1 and CUL4 associated factors	362|498	2008-02-01	NA	2016-04-28	2016-04-28	55626	OTTHUMG00000166500	uc001ncu.3	AB051523	NM_017749	CCDS31475|CCDS58132|CCDS73281	Q9C0C7	17622796|17603510|17589504	MGI:2443564	RGD:621330	NA	AMBRA1	611359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000244313.2	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000244313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000265014.1	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000265014	HGNC:38197	MIR3160-1	microRNA 3160-1	non-coding RNA	RNA, micro	Approved	11p11.2	11p11.2	hsa-mir-3160-1	NA	NA	NA	MicroRNAs	476	2010-04-30	NA	NA	2016-11-16	100422827	NA	NA	NA	NR_036117	NA	NA	NA	NA	NA	NA	NA	NA	MI0014189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075E12E	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000180423.4	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000180423	HGNC:26522	HARBI1	harbinger transposase derived 1	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	FLJ32675	NA	C11orf77	chromosome 11 open reading frame 77	DNA transposon derived genes	1415	2006-05-10	2008-07-01	2008-07-01	2014-11-19	283254	OTTHUMG00000166537	uc001ncy.4	AK057237	NM_173811	CCDS7920	Q96MB7	15169610|18339812	MGI:2443194	RGD:1584007	NA	HARBI1	615086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000175224.12	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000175224	HGNC:29091	ATG13	autophagy related 13	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	NA	NA	KIAA0652	KIAA0652|ATG13 autophagy related 13 homolog (S. cerevisiae)	Autophagy related	1022	2005-10-28	2010-06-29	2012-06-06	2014-11-19	9776	OTTHUMG00000166538	uc001ncz.4	AB014552	NM_014741	CCDS7921|CCDS44582|CCDS55760|CCDS55761	O75143	15169610|18339812|17204848	MGI:1196429	RGD:1310685	NA	ATG13	615088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000175220.7	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000175220	HGNC:673	ARHGAP1	Rho GTPase activating protein 1	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	RhoGAP|p50rhoGAP|CDC42GAP|Cdc42GAP	NA	NA	NA	Rho GTPase activating proteins|BCH domain containing 	721|1299	1997-08-28	NA	NA	2014-11-18	392	OTTHUMG00000166567	uc001ndd.5	BC018118	NM_004308	CCDS7922	Q07960	8288572	MGI:2445003	RGD:1306068	NA	ARHGAP1	602732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000175213.2	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000175213	HGNC:20041	ZNF408	zinc finger protein 408	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	FLJ12827	NA	NA	NA	Zinc fingers C2H2-type|PR/SET domain family	28|1197	2002-12-16	NA	NA	2016-01-26	79797	OTTHUMG00000166568	uc001nde.3	AF346626	NM_024741	CCDS7923	Q9H9D4	15231747	MGI:2685857	RGD:2318583	NA	ZNF408	616454	NA	NA	NA	NA	357738	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000180210.10	chr11:46342943-46751213	25	1.26e-11	chr11:46342943-46751213	Y	AMBRA1;ARHGAP1;ATG13;CHRM4;CKAP5;CREB3L1;DGKZ;F2;HARBI1;MDK;ZNF408	F2 Dysprothrombinemia; F2 Hypoprothrombinemia; F2 Pregnancy loss, recurrent, susceptibility to, 2; F2 Stroke, ischemic, susceptibility to; F2 Thrombophilia due to thrombin defect; MDK Mesomelic dysplasia, Kantaputra type	SCZ pmid=21747397; Bone mineral density p=5E-18 pmid=22504420; Bone mineral density (hip) p=4E-9 pmid=19801982; HDL cholesterol p=3E-18 pmid=20686565	Ambra1 nervous; Arhgap1 nervous; Chrm4 behavioral neurological nervous; F2 nervous; Mdk behavioral neurological nervous	ENSG00000180210	HGNC:3535	F2	coagulation factor II, thrombin	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	NA	prepro-coagulation factor II	NA	coagulation factor II (thrombin)	Endogenous ligands|Gla domain containing|Complement system regulators and receptors	542|1250|1639	2001-06-22	NA	2016-01-15	2018-12-06	2147	OTTHUMG00000150344	uc001ndf.5	M33031	NM_000506	CCDS31476	P00734	NA	MGI:88380	RGD:61996	LRG_551|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_551.xml	F2	176930	NA	NA	NA	NA	121671	NA	NA	S01.217	NA	objectId:2362	NA	NA	NA	NA	3.4.21.5	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000254602.1	chr11:57386294-57682294	59	2.24e-9	chr11:57386294-57682294	N	BTBD18;C11orf31;CLP1N;CTNND1;MED19;SERPING1;TMX2;YPEL4;ZDHHC5	SERPING1 Angioedema, hereditary, types I and II; SERPING1 Complement component 4, partial deficiency of	NA	Ctnnd1 nervous	ENSG00000254602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000208009.1	chr11:57386294-57682294	59	2.24e-9	chr11:57386294-57682294	N	BTBD18;C11orf31;CLP1N;CTNND1;MED19;SERPING1;TMX2;YPEL4;ZDHHC5	SERPING1 Angioedema, hereditary, types I and II; SERPING1 Complement component 4, partial deficiency of	NA	Ctnnd1 nervous	ENSG00000208009	HGNC:31514	MIR130A	microRNA 130a	non-coding RNA	RNA, micro	Approved	11q12.1	11q12.1	hsa-mir-130a	NA	MIRN130A	NA	MicroRNAs	476	2004-04-23	2008-12-18	NA	2011-09-12	406919	NA	uc001nku.1	NA	NR_029673	NA	NA	NA	NA	RGD:2325385	NA	NA	610175	MI0000448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000039E12D	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000166793.6	chr11:57386294-57682294	59	2.24e-9	chr11:57386294-57682294	N	BTBD18;C11orf31;CLP1N;CTNND1;MED19;SERPING1;TMX2;YPEL4;ZDHHC5	SERPING1 Angioedema, hereditary, types I and II; SERPING1 Complement component 4, partial deficiency of	NA	Ctnnd1 nervous	ENSG00000166793	HGNC:18328	YPEL4	yippee like 4	protein-coding gene	gene with protein product	Approved	11q12.1	11q12.1	FLJ30213	NA	NA	yippee-like 4 (Drosophila)	Yippee like family	1130	2004-08-12	NA	2015-11-05	2015-11-05	219539	OTTHUMG00000167138	uc058bnh.1	AK054775	NM_145008	CCDS7963	Q96NS1	15556292	MGI:3605071	RGD:1560142	NA	YPEL4	609725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000172409.5	chr11:57386294-57682294	59	2.24e-9	chr11:57386294-57682294	N	BTBD18;C11orf31;CLP1N;CTNND1;MED19;SERPING1;TMX2;YPEL4;ZDHHC5	SERPING1 Angioedema, hereditary, types I and II; SERPING1 Complement component 4, partial deficiency of	NA	Ctnnd1 nervous	ENSG00000172409	HGNC:16999	CLP1	cleavage and polyadenylation factor I subunit 1	protein-coding gene	gene with protein product	Approved	11q12.1	11q12.1	HEAB|hClp1	ATP/GTPbinding protein|polyribonucleotide 5'-hydroxyl-kinase	NA	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	NA	NA	2006-11-13	NA	2012-10-02	2015-08-24	10978	OTTHUMG00000167146	uc001nkw.4	BC000446	NM_006831	CCDS7964|CCDS44600	Q92989	8896421|11060040	MGI:2138968	RGD:1307679	NA	CLP1	608757	NA	NA	NA	NA	422996	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7.1.78	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000156599.6	chr11:57386294-57682294	59	2.24e-9	chr11:57386294-57682294	N	BTBD18;C11orf31;CLP1N;CTNND1;MED19;SERPING1;TMX2;YPEL4;ZDHHC5	SERPING1 Angioedema, hereditary, types I and II; SERPING1 Complement component 4, partial deficiency of	NA	Ctnnd1 nervous	ENSG00000156599	HGNC:18472	ZDHHC5	zinc finger DHHC-type containing 5	protein-coding gene	gene with protein product	Approved	11q12.1	11q12.1	KIAA1748|ZNF375|DHHC5	NA	NA	NA	Zinc fingers DHHC-type	76	2002-04-04	NA	2016-02-15	2017-02-20	25921	OTTHUMG00000167198	uc001nkx.2	AB051535	NM_015457	CCDS7965	Q9C0B5	11214970	MGI:1923573	RGD:1589737	NA	ZDHHC5	614586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
