gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	mult_matches	SCZ_p	SCZ_q	BPD_p	BPD_q	Vagas_PGC_SCZ_p	Vagas_PGC_BPD_p	t_product_q	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date
KCNC1	KCNC1	ok	NO	0.00322	0.146	0.011	0.18	0.259	0.807	0.0475	HGNC:6233	potassium voltage-gated channel subfamily C member 1	protein-coding gene	gene with protein product	Approved	11p15.1	11p15.1	Kv3.1	NA	NA	potassium voltage-gated channel, Shaw-related subfamily, member 1|potassium channel, voltage gated Shaw related subfamily C, member 1	Potassium voltage-gated channels	274	1991-08-13	NA	2016-02-04	2016-10-05	3746	ENSG00000129159	OTTHUMG00000166359	uc009yhc.2	M96747	NM_004976	CCDS7827|CCDS44547	P48547	8449507|16382104	MGI:96667	RGD:2955	NA	KCNC1	176258	NA	NA	NA	NA	444112	NA	NA	NA	NA	objectId:548	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NTRK3	NTRK3	ok	NO	0.00911	0.191	0.00423	0.145	3.31e-5	0.00387	0.0475	HGNC:8033	neurotrophic receptor tyrosine kinase 3	protein-coding gene	gene with protein product	Approved	15q25.3	15q25.3	TRKC	NA	NA	neurotrophic tyrosine kinase, receptor, type 3	Receptor tyrosine kinases|I-set domain containing	321|593	1991-07-18	NA	2016-03-31	2016-10-05	4916	ENSG00000140538	OTTHUMG00000148677	uc002bmf.3	U05012	NM_001007156	CCDS10340|CCDS32322|CCDS32323|CCDS58399|CCDS81916	Q16288	7806211	MGI:97385	RGD:3214	NA	NTRK3	191316	NA	NA	NA	NA	246681	NA	NA	NA	NA	objectId:1819	NA	NA	NA	NA	2.7.10.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DPF2	DPF2	ok	NO	0.00161	0.13	0.0183	0.204	0.185	0.588	0.0475	HGNC:9964	double PHD fingers 2	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	ubi-d4|BAF45d	NA	REQ	requiem, apoptosis response zinc finger gene|D4, zinc and double PHD fingers family 2	PHD finger proteins|BAF complex	88|1604	1997-05-15	2003-10-08	2016-02-10	2016-02-10	5977	ENSG00000133884	OTTHUMG00000165985	uc001odm.4	U94585	NM_006268	CCDS8100|CCDS81583	Q92785	11845289	MGI:109529	RGD:1311699	NA	DPF2	601671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
REST	REST	ok	NO	0.00491	0.16	0.00814	0.172	0.211	0.238	0.0475	HGNC:9966	RE1 silencing transcription factor	protein-coding gene	gene with protein product	Approved	4q12	04q12	NRSF|XBR	neuron-restrictive silencer factor	DFNA27	RE1-silencing transcription factor|deafness, autosomal dominant 27	NA	NA	1996-04-12	NA	2016-02-29	2018-07-30	5978	ENSG00000084093	OTTHUMG00000128770	uc003hch.4	U13879	NM_005612	CCDS3509	Q13127	7871435|7697725|29961578	MGI:104897	RGD:621069	NA	REST	600571	NA	NA	NA	NA	449638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TULP3	TULP3	ok	NO	0.01	0.198	0.00418	0.145	0.789	0.638	0.0475	HGNC:12425	tubby like protein 3	protein-coding gene	gene with protein product	Approved	12p13.33	12p13.33	TUBL3	NA	NA	NA	NA	NA	1998-05-11	NA	NA	2016-10-05	7289	ENSG00000078246	OTTHUMG00000168152	uc010seh.2	AF045583	NM_003324	CCDS8519|CCDS53737	O75386	9828123	MGI:1329045	RGD:1585259	NA	TULP3	604730	NA	NA	NA	NA	471278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
AP3B1	AP3B1	ok	NO	0.0176	0.231	0.00167	0.115	0.147	0.409	0.0475	HGNC:566	adaptor related protein complex 3 subunit beta 1	protein-coding gene	gene with protein product	Approved	5q14.1	05q14.1	ADTB3A|HPS2	NA	NA	adaptor related protein complex 3 beta 1 subunit	Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing|Adaptor related protein complex 3	1493|1673	2000-09-01	NA	2018-04-23	2018-12-06	8546	ENSG00000132842	OTTHUMG00000106919	uc003kfj.5	U81504	NM_001271769	CCDS4041|CCDS64186	O00203	9182526|9151686	MGI:1333879	RGD:1310256	Albinism Database|http://albinismdb.med.umn.edu/|AP3B1base: Mutation registry for Hermansky-Pudlak syndrome 2|http://structure.bmc.lu.se/idbase/AP3B1base/|Mutations of the Adaptin b3a Gene|http://www.retina-international.org/files/sci-news/adtb3mut.htm|LRG_170|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_170.xml	AP3B1	603401	NA	NA	NA	NA	121374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PSAT1	PSAT1	ok	NO	0.00682	0.178	0.00599	0.154	0.268	0.273	0.0475	HGNC:19129	phosphoserine aminotransferase 1	protein-coding gene	gene with protein product	Approved	9q21.2	09q21.2	PSA	NA	NA	NA	NA	NA	2003-05-19	NA	NA	2014-11-19	29968	ENSG00000135069	OTTHUMG00000020066	uc004ala.5	BC004863	NM_021154	CCDS6659|CCDS6660	Q9Y617	12633500|3651428	MGI:2183441	RGD:735170	NA	PSAT1	610936	NA	NA	NA	NA	159912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GNG2	GNG2	ok	NO	0.0114	0.206	0.00329	0.136	0.501	0.769	0.0475	HGNC:4404	G protein subunit gamma 2	protein-coding gene	gene with protein product	Approved	14q22.1	14q22.1	NA	NA	NA	guanine nucleotide binding protein (G protein), gamma 2	G protein subunits gamma	1432	2000-07-31	NA	2016-03-03	2016-10-05	54331	ENSG00000186469	OTTHUMG00000171083	uc059bmt.1	AK001024	NM_001243773	CCDS32082	P59768	10833460	MGI:102705	RGD:69268	NA	GNG2	606981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
APPL2	APPL2	ok	NO	0.0035	0.148	0.0107	0.178	0.269	0.182	0.0475	HGNC:18242	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	protein-coding gene	gene with protein product	Approved	12q23.3	12q23.3	FLJ10659|DIP13B	DCC-interacting protein 13-beta	NA	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	Pleckstrin homology domain containing|BAR-PH domain containing	682|1291	2007-01-26	NA	2016-03-14	2016-03-14	55198	ENSG00000136044	OTTHUMG00000169853	uc001tlf.2	AY113704	NM_018171	CCDS9101|CCDS58275|CCDS58276	Q8NEU8	11431708|17030088	MGI:2384914	RGD:1563028	NA	APPL2	606231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RFK	RFK	ok	NO	0.0247	0.26	0.00101	0.0977	0.785	0.186	0.0475	HGNC:30324	riboflavin kinase	protein-coding gene	gene with protein product	Approved	9q21.13	09q21.13	FLJ11149|RIFK	NA	NA	NA	NA	NA	2004-05-12	NA	NA	2016-10-05	55312	ENSG00000135002	OTTHUMG00000020040	uc004akd.3	AK002011	NM_018339	CCDS35044	Q969G6	14580199	MGI:1914688	RGD:1549748	NA	RFK	613010	NA	NA	NA	NA	470966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
HIF3A	HIF3A	ok	NO	0.0043	0.154	0.00876	0.173	0.117	0.104	0.0475	HGNC:15825	hypoxia inducible factor 3 subunit alpha	protein-coding gene	gene with protein product	Approved	19q13.32	19q13.32	IPAS|MOP7|PASD7|bHLHe17	NA	NA	NA	Basic helix-loop-helix proteins	420	2001-06-13	NA	2018-04-23	2018-04-23	64344	ENSG00000124440	OTTHUMG00000141296	uc002peh.3	AK027725	NM_022462	CCDS12681|CCDS12682|CCDS42580	Q9Y2N7	11573933|11734856	MGI:1859778	RGD:70332	NA	HIF3A	609976	NA	NA	NA	NA	470454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PDZD7	PDZD7	ok	NO	0.0133	0.212	0.0028	0.13	0.328	0.899	0.0475	HGNC:26257	PDZ domain containing 7	protein-coding gene	gene with protein product	Approved	10q24.31	10q24.31	FLJ23209|bA108L7.8	NA	PDZK7|DFNB57	deafness, autosomal recessive 57	Deafness associated genes|PDZ domain containing|USH2 complex 	1152|1220|1244	2004-02-17	2006-01-24	NA	2016-10-13	79955	ENSG00000186862	OTTHUMG00000018916	uc001kso.3	AK026862	NM_024895	CCDS31269|CCDS73182	Q9H5P4	26416264	MGI:3608325	RGD:1309882	NA	PDZD7	612971	NA	NA	NA	NA	239898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
USP42	USP42	ok	NO	0.0181	0.233	0.00157	0.114	0.259	0.302	0.0475	HGNC:20068	ubiquitin specific peptidase 42	protein-coding gene	gene with protein product	Approved	7p22.1	07p22.1	FLJ12697	NA	NA	ubiquitin specific protease 42	Ubiquitin specific peptidases	366	2003-09-04	NA	2005-08-08	2018-11-22	84132	ENSG00000106346	OTTHUMG00000151888	uc011jwp.3	AK022759	NM_032172	CCDS47535	Q9H9J4	12838346	MGI:1924050	RGD:1305231	NA	USP42	NA	NA	NA	NA	NA	NA	NA	NA	C19.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
USP30	USP30	ok	NO	0.00167	0.13	0.0185	0.204	0.134	0.537	0.0475	HGNC:20065	ubiquitin specific peptidase 30	protein-coding gene	gene with protein product	Approved	12q24.11	12q24.11	MGC10702|FLJ40511	NA	NA	ubiquitin specific protease 30	Ubiquitin specific peptidases	366	2003-09-30	NA	2005-08-08	2016-10-05	84749	ENSG00000135093	OTTHUMG00000133613	uc010sxi.3	BC022094	NM_032663	CCDS9123|CCDS76599	Q70CQ3	12838346	MGI:2140991	RGD:1307949	NA	USP30	612492	NA	NA	NA	NA	NA	NA	NA	C19.060	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
C10orf90	C10orf90	ok	NO	0.00198	0.131	0.0174	0.202	0.306	0.0694	0.0475	HGNC:26563	chromosome 10 open reading frame 90	protein-coding gene	gene with protein product	Approved	10q26.2	10q26.2	FLJ32938|bA422P15.2|FATS	fragile-site associated tumor suppressor	NA	NA	NA	NA	2004-03-16	NA	NA	2018-11-08	118611	ENSG00000154493	OTTHUMG00000019245	uc001ljq.4	BC034828	NM_001004298	CCDS31310	Q96M02	20843368|20154723|24240685	MGI:1196431	RGD:2311471	NA	C10orf90	617735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DOK6	DOK6	ok	NO	0.0166	0.228	0.00203	0.118	0.0191	0.73	0.0475	HGNC:28301	docking protein 6	protein-coding gene	gene with protein product	Approved	18q22.2	18q22.2	MGC20785|HsT3226	NA	DOK5L	docking protein 5-like	Pleckstrin homology domain containing	682	2004-05-05	2005-01-18	2005-01-18	2015-08-27	220164	ENSG00000206052	OTTHUMG00000178688	uc002lkl.4	AK057795	NM_152721	CCDS32841	Q6PKX4	15286081	MGI:3639495	RGD:1564376	NA	DOK6	611402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SCARNA9	SCARNA9	ok	NO	0.00474	0.158	0.00833	0.173	NA	NA	0.0475	HGNC:32566	small Cajal body-specific RNA 9	non-coding RNA	RNA, small nucleolar	Approved	11q21	11q21	mgU2-19/30|Z32	NA	NA	NA	Small Cajal body-specific RNAs	847	2006-03-31	NA	NA	2018-06-15	619383	ENSG00000254911	OTTHUMG00000167450	uc001pdv.4	BK005567	NR_002569	NA	NA	15556860	NA	NA	NA	NA	NA	NA	NA	SR0000064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075AAF7	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CNP	CNP	ok	NO	0.00205	0.132	0.0186	0.205	0.447	0.798	0.0509	HGNC:2158	2',3'-cyclic nucleotide 3' phosphodiesterase	protein-coding gene	gene with protein product	Approved	17q21.2	17q21.2	NA	NA	NA	NA	NA	NA	1991-07-15	NA	NA	2016-10-05	1267	ENSG00000173786	OTTHUMG00000133502	uc002hyl.2	NA	NM_001330216	CCDS11414|CCDS82123	P09543	1322358	MGI:88437	RGD:2368	NA	CNP	123830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1.4.37	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
KIF5A	KIF5A	ok	NO	0.0104	0.201	0.00432	0.145	0.119	0.347	0.0509	HGNC:6323	kinesin family member 5A	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	D12S1889|NKHC|MY050	NA	SPG10	spastic paraplegia 10 (autosomal dominant)	Kinesins	622	1998-08-24	NA	2004-02-13	2016-11-15	3798	ENSG00000155980	OTTHUMG00000170143	uc001sor.2	U06698	NM_004984	CCDS8945|CCDS86312	Q12840	9858832|10441583|16489470	MGI:109564	RGD:1303035	NA	KIF5A	602821	NA	NA	NA	NA	122851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
LTBP3	LTBP3	ok	NO	0.00277	0.142	0.0142	0.192	0.886	0.652	0.0509	HGNC:6716	latent transforming growth factor beta binding protein 3	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	NA	NA	LTBP2	NA	Latent transforming growth factor beta binding proteins	628	1995-05-11	NA	NA	2016-10-05	4054	ENSG00000168056	OTTHUMG00000166575	uc001oej.4	AF135960	NM_021070	CCDS8103|CCDS44647	Q9NS15	7719025	MGI:1101355	RGD:62057	NA	LTBP3	602090	NA	NA	NA	NA	189127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
POLR2G	POLR2G	ok	NO	0.0574	0.335	1.67e-4	0.0574	0.0862	0.637	0.0509	HGNC:9194	RNA polymerase II subunit G	protein-coding gene	gene with protein product	Approved	11q12.3	11q12.3	hRPB19|hsRPB7|RPB7	NA	NA	polymerase (RNA) II (DNA directed) polypeptide G	RNA polymerase subunits	726	1993-12-07	NA	2016-07-11	2016-10-05	5436	ENSG00000168002	OTTHUMG00000167609	uc001nva.4	U20659	NM_002696	CCDS31585	P62487	7579693|9256063	MGI:1914960	RGD:621284	NA	POLR2G	602013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
WFS1	WFS1	ok	NO	0.027	0.27	9.4e-4	0.097	0.236	0.331	0.0509	HGNC:12762	wolframin ER transmembrane glycoprotein	protein-coding gene	gene with protein product	Approved	4p16.1	04p16.1	DIDMOAD|WFS	NA	DFNA6|DFNA14|DFNA38	Wolfram syndrome 1 (wolframin)	Deafness associated genes	1152	1995-01-30	NA	2016-02-17	2016-02-17	7466	ENSG00000109501	OTTHUMG00000090431	uc003gix.3	AF084481	NM_001145853	CCDS3386	O76024	7987399|9771706	MGI:1328355	RGD:68954	Hereditary Hearing Loss Homepage|http://hereditaryhearingloss.org	WFS1	606201	NA	NA	NA	NA	120514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FSTL4	FSTL4	ok	NO	0.00711	0.179	0.0068	0.16	0.0781	0.801	0.0509	HGNC:21389	follistatin like 4	protein-coding gene	gene with protein product	Approved	5q31.1	05q31.1	KIAA1061	NA	NA	follistatin-like 4	I-set domain containing|Immunoglobulin like domain containing|EF-hand domain containing	593|594|863	2004-04-05	NA	2016-01-21	2018-11-15	23105	ENSG00000053108	OTTHUMG00000162729	uc003kyn.2	AB028984	NM_015082	CCDS34238	Q6MZW2	10470851|15527507	MGI:2443199	RGD:1307227	NA	FSTL4	NA	NA	NA	NA	NA	NA	NA	NA	I01.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
WIPI1	WIPI1	ok	NO	0.0286	0.274	0.001	0.0977	0.015	0.563	0.0509	HGNC:25471	WD repeat domain, phosphoinositide interacting 1	protein-coding gene	gene with protein product	Approved	17q24.2	17q24.2	FLJ10055|WIPI49|ATG18|ATG18A	NA	NA	NA	WD repeat domain containing|Autophagy related|WIPI family	362|1022|1568	2005-11-15	NA	NA	2016-03-01	55062	ENSG00000070540	OTTHUMG00000179873	uc010dey.4	NA	NM_017983	CCDS11677|CCDS82193	Q5MNZ9	15020712|15602573	MGI:1261864	RGD:1307754	NA	WIPI1	609224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CHD7	CHD7	ok	NO	0.00462	0.157	0.00999	0.177	0.305	0.0458	0.0509	HGNC:20626	chromodomain helicase DNA binding protein 7	protein-coding gene	gene with protein product	Approved	8q12.2	08q12.2	KIAA1416|FLJ20357|FLJ20361	NA	CRG	CHARGE association	Myb/SANT domain containing|DNA helicases	532|1167	2004-06-22	NA	NA	2018-12-06	55636	ENSG00000171316	OTTHUMG00000165332	uc003xue.4	AB037837	NM_017780	CCDS47865|CCDS83299	Q9P2D1	15300250|18834967	MGI:2444748	RGD:1311921	LRG_176|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_176.xml	CHD7	608892	NA	NA	NA	NA	119389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
VANGL2	VANGL2	ok	NO	0.00508	0.161	0.00892	0.173	0.371	0.284	0.0509	HGNC:15511	VANGL planar cell polarity protein 2	protein-coding gene	gene with protein product	Approved	1q23.2	01q23.2	KIAA1215|LTAP|LPP1|STBM|STB1|STBM1|MGC119403|MGC119404	vang, van gogh-like 2|loop-tail-associated protein|strabismus	NA	vang (van gogh, Drosophila)-like 2, vang, van gogh-like 2 (Drosophila)|vang-like 2 (van gogh, Drosophila)	NA	NA	2001-04-06	NA	2013-03-05	2016-01-15	57216	ENSG00000162738	OTTHUMG00000033122	uc001fwc.3	AB033041	NM_020335	CCDS30915	Q9ULK5	11431695	MGI:2135272	RGD:1309442	NA	VANGL2	600533	NA	NA	NA	NA	283988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GATAD2B	GATAD2B	ok	NO	0.00353	0.148	0.0132	0.186	0.00797	0.847	0.0509	HGNC:30778	GATA zinc finger domain containing 2B	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	P66beta	transcription repressor p66 beta component of the MeCP1 complex	NA	NA	GATA zinc finger domain containing	82	2005-03-31	NA	NA	2014-11-19	57459	ENSG00000143614	OTTHUMG00000037162	uc001fdb.5	AF411836	NM_020699	CCDS1054	Q8WXI9	10574461|11756549	MGI:2443225	RGD:1308533	NA	GATAD2B	614998	NA	NA	NA	NA	318860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
KIAA1755	KIAA1755	ok	NO	0.00142	0.13	0.0228	0.221	0.253	0.876	0.0509	HGNC:29372	KIAA1755	protein-coding gene	gene with protein product	Approved	20q11.23	20q11.23	RP5-1054A22.3	NA	NA	NA	NA	NA	2007-12-07	NA	NA	2017-11-13	85449	ENSG00000149633	OTTHUMG00000032436	uc002xhy.2	AB051542	NM_001029864	CCDS33467	Q5JYT7	11214970	MGI:3606579	RGD:1563354	NA	KIAA1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SLC35E4	SLC35E4	ok	NO	0.019	0.237	0.00207	0.118	0.0403	0.239	0.0509	HGNC:17058	solute carrier family 35 member E4	protein-coding gene	gene with protein product	Approved	22q12.2	22q12.2	NA	NA	NA	solute carrier family 35, member E4	Solute carriers	752	2003-11-25	NA	2015-12-04	2018-11-19	339665	ENSG00000100036	OTTHUMG00000151110	uc003ais.2	NA	NM_001001479	CCDS13882|CCDS82708	Q6ICL7	NA	MGI:2144150	RGD:708484	NA	SLC35E4	NA	NA	NA	NA	SLC35E4	NA	NA	NA	NA	NA	objectId:1155	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SLC27A1	SLC27A1	ok	NO	0.00896	0.189	0.00536	0.15	0.312	0.94	0.0509	HGNC:10995	solute carrier family 27 member 1	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	FATP1|FATP|MGC71751|FLJ00336|ACSVL5	NA	NA	solute carrier family 27 (fatty acid transporter), member 1	Acyl-CoA synthetase family|Solute carriers	40|752	1999-08-20	NA	2016-02-17	2016-02-17	376497	ENSG00000130304	OTTHUMG00000182878	uc002ngu.2	BC059399	NM_198580	CCDS32953	Q6PCB7	10873384	MGI:1347098	RGD:620927	NA	SLC27A1	600691	NA	NA	NA	SLC27A1	NA	NA	NA	NA	NA	objectId:1108	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DLAT	DLAT	ok	NO	0.0113	0.205	0.00502	0.148	0.988	0.485	0.0516	HGNC:2896	dihydrolipoamide S-acetyltransferase	protein-coding gene	gene with protein product	Approved	11q23.1	11q23.1	PDC-E2|E2	E2 component of pyruvate dehydrogenase complex|dihydrolipoyllysine-residue acetyltransferase	DLTA	NA	Pyruvate dehydrogenase complex	1547	1989-06-30	NA	2008-02-04	2018-12-14	1737	ENSG00000150768	OTTHUMG00000133751	uc001pmo.4	Y00978	NM_001931	CCDS8354	P10515	8102256	MGI:2385311	RGD:619859	NA	DLAT	608770	NA	NA	NA	NA	121098	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3.1.12	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
EPHX1	EPHX1	ok	NO	0.0362	0.286	6.38e-4	0.0849	0.148	0.0761	0.0516	HGNC:3401	epoxide hydrolase 1	protein-coding gene	gene with protein product	Approved	1q42.12	01q42.12	NA	NA	EPHX	epoxide hydrolase 1, microsomal (xenobiotic)	NA	NA	1988-08-09	NA	2016-01-20	2016-10-05	2052	ENSG00000143819	OTTHUMG00000037743	uc001hpk.4	J03518	NM_000120	CCDS1547	P07099	9925921	MGI:95405	RGD:2557	NA	EPHX1	132810	NA	NA	NA	NA	121574	NA	NA	S33.971	NA	NA	NA	NA	NA	NA	3.3.2.9	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
HMGN1	HMGN1	ok	NO	0.00292	0.142	0.0156	0.197	0.988	0.784	0.0516	HGNC:4984	high mobility group nucleosome binding domain 1	protein-coding gene	gene with protein product	Approved	21q22.2	21q22.2	FLJ27265|FLJ31471|MGC104230|MGC117425	high-mobility group nucleosome binding 1|nonhistone chromosomal protein HMG-14	HMG14	high-mobility group (nonhistone chromosomal) protein 14|high-mobility group nucleosome binding domain 1	Canonical high mobility group	511	1988-07-19	2002-08-16	2011-04-05	2016-10-05	3150	ENSG00000205581	OTTHUMG00000066178	uc002yxo.4	NA	NM_004965	CCDS33559	P05114	3782107|2563381	MGI:96120	RGD:1307761	NA	HMGN1	163920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
IDS	IDS	ok	NO	0.0281	0.273	0.00124	0.107	NA	NA	0.0516	HGNC:5389	iduronate 2-sulfatase	protein-coding gene	gene with protein product	Approved	Xq28	Xq28	NA	Hunter syndrome	SIDS	NA	Sulfatases	410	2001-06-22	NA	2008-08-01	2016-10-05	3423	ENSG00000010404	OTTHUMG00000022615	uc011mxe.3	M58342	NM_000202	CCDS14685|CCDS14686	P22304	NA	MGI:96417	RGD:1560491	Mental Retardation database|http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IDS	IDS	300823	NA	NA	NA	NA	122569	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1.6.13	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
