gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	PheGenI_n	PheGenI_evidence	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
DTNB	DTNB	ok	1	rs141216273, MIR1301 and DTNB, PMID:26198764	HGNC:3058	dystrobrevin beta	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	NA	NA	NA	dystrobrevin, beta	Zinc fingers ZZ-type	91	1998-02-11	NA	2015-11-05	2016-10-05	1838	ENSG00000138101	OTTHUMG00000152129	uc002rgh.5	AF022728	NM_033147	CCDS46233|CCDS46234|CCDS46235|CCDS46236|CCDS46237|CCDS58702|CCDS74496|CCDS82428	O60941	9419360	MGI:1203728	RGD:1309579	NA	DTNB	602415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DUSP4	DUSP4	ok	1	rs601962, DUSP4 and RPL17P33, PMID:0	HGNC:3070	dual specificity phosphatase 4	protein-coding gene	gene with protein product	Approved	8p12	08p12	HVH2|MKP-2|TYP	VH1 homologous phosphatase 2|MAP kinase phosphatase 2	NA	NA	MAP kinase phosphatases	895	1994-12-14	NA	NA	2016-10-05	1846	ENSG00000120875	OTTHUMG00000133395	uc003xhm.4	U21108	NM_001394	CCDS6072|CCDS6073	Q13115	7535768|9205128	MGI:2442191	RGD:620625	NA	DUSP4	602747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DUTP6	DUTP6	ok	1	rs1040393, DUTP6 and ILDR2, PMID:26198764	HGNC:39519	deoxyuridine triphosphatase pseudogene 6	pseudogene	pseudogene	Approved	1q24.1	01q24.1	NA	NA	NA	NA	NA	NA	2011-02-11	NA	NA	2014-11-18	100873912	ENSG00000225171	OTTHUMG00000034322	NA	NA	NG_032315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000245069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DYM	DYM	ok	1	rs10853575, SMAD7 and DYM, PMID:26198764	HGNC:21317	dymeclin	protein-coding gene	gene with protein product	Approved	18q21.1	18q21.1	FLJ20071|DMC|SMC	NA	NA	NA	Armadillo-like helical domain containing	1492	2005-01-05	NA	NA	2015-08-25	54808	ENSG00000141627	OTTHUMG00000132659	uc002ldi.2	AK000078	NM_017653	CCDS11937	Q7RTS9	NA	MGI:1918480	RGD:1309111	NA	DYM	607461	NA	NA	NA	NA	121241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DYNC1I2	DYNC1I2	ok	1	rs11690935, RPL21P38 and DYNC1I2, PMID:26198764	HGNC:2964	dynein cytoplasmic 1 intermediate chain 2	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1	DIC74	NA	DNCI2	dynein, cytoplasmic, intermediate polypeptide 2	WD repeat domain containing|Dyneins, cytoplasmic	362|538	1995-11-15	2005-11-24	2016-03-02	2016-03-02	1781	ENSG00000077380	OTTHUMG00000154061	uc002uhb.3	AK055491	NM_001378	CCDS46450|CCDS63054|CCDS63056|CCDS63057|CCDS82533	Q13409	10049579|16260502	MGI:107750	RGD:620174	NA	DYNC1I2	603331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
DYNLL1P1	DYNLL1P1	ok	1	rs8016982, SNORA79 and DYNLL1P1, PMID:26198764	HGNC:20723	dynein light chain LC8-type 1 pseudogene 1	pseudogene	pseudogene	Approved	14q31.1	14q31.1	NA	NA	DNCL1P1	dynein, cytoplasmic, light polypeptide 1 pseudogene 1	NA	NA	2003-03-24	2005-11-25	2016-03-02	2016-03-02	246720	ENSG00000205579	OTTHUMG00000171415	NA	NA	NG_001584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000261846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EDIL3	EDIL3	ok	1	rs4703978, EDIL3, PMID:0	HGNC:3173	EGF like repeats and discoidin domains 3	protein-coding gene	gene with protein product	Approved	5q14.3	05q14.3	DEL1	NA	NA	EGF-like repeats and discoidin I-like domains 3	NA	NA	1999-12-16	NA	2016-01-21	2016-10-05	10085	ENSG00000164176	OTTHUMG00000119047	uc003kio.3	U70312	NM_005711	CCDS4062|CCDS64195	O43854	9420328	MGI:1329025	RGD:1588887	NA	EDIL3	606018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EEF1A1P37	EEF1A1P37	ok	2	rs36068923, RPSAP48 and EEF1A1P37, PMID:25056061; rs4642619, RPSAP48 and EEF1A1P37, PMID:26198764	HGNC:37915	eukaryotic translation elongation factor 1 alpha 1 pseudogene 37	pseudogene	pseudogene	Approved	8q23.3	08q23.3	NA	NA	NA	NA	NA	NA	2010-03-10	NA	NA	2014-11-18	100421825	ENSG00000254124	OTTHUMG00000164914	NA	NA	NG_022431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000249780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EEF1B2P5	EEF1B2P5	ok	1	rs9341835, LGSN and EEF1B2P5, PMID:26198764	HGNC:32476	eukaryotic translation elongation factor 1 beta 2 pseudogene 5	pseudogene	pseudogene	Approved	6q12	06q12	NA	NA	NA	NA	NA	NA	2011-05-26	NA	NA	2014-11-28	442227	ENSG00000225121	OTTHUMG00000014947	NA	NA	NG_029026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000301833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EEFSEC	EEFSEC	ok	1	rs2811474, EEFSEC, PMID:26198764	HGNC:24614	eukaryotic elongation factor, selenocysteine-tRNA specific	protein-coding gene	gene with protein product	Approved	3q21.3	03q21.3	SELB|EFSEC|eEFSec	elongation factor for selenoprotein translation|selenocysteine (Sec)-specific eukaryotic elongation factor	NA	NA	NA	NA	2005-04-08	NA	2016-05-23	2016-05-23	60678	ENSG00000132394	OTTHUMG00000159659	uc003eki.4	NA	NM_021937	CCDS33849	P57772	10970870|15229221	MGI:2137092	RGD:1560552	NA	EEFSEC	607695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFCAB14	EFCAB14	ok	1	rs11583588, EFCAB14 and CYP4B1, PMID:0	HGNC:29051	EF-hand calcium binding domain 14	protein-coding gene	gene with protein product	Approved	1p33	01p33	NA	NA	KIAA0494	KIAA0494	EF-hand domain containing	863	2005-07-29	2012-11-29	2012-11-29	2014-11-19	9813	ENSG00000159658	OTTHUMG00000007992	uc001cqk.4	AB007963	NM_014774	CCDS30706	O75071	9455484	MGI:2442397	RGD:1310351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFEMP1	EFEMP1	ok	1	rs2868985, EFEMP1 and MIR217, PMID:26198764	HGNC:3218	EGF containing fibulin extracellular matrix protein 1	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	S1-5|FBLN3|MTLV	fibulin 3	DHRD|FBNL	fibrillin-like|EGF-containing fibulin-like extracellular matrix protein 1|EGF containing fibulin like extracellular matrix protein 1	Fibulins	556	1996-04-30	NA	2017-10-12	2017-10-12	2202	ENSG00000115380	OTTHUMG00000129343	uc002rzj.4	U03877	NM_001039348	CCDS1857	Q12805	8812496|7799918	MGI:1339998	RGD:1308528	Mutations of the EGF-containing fibulin-like extracellular matrix protein 1|http://www.retina-international.org/files/sci-news/efempmut.htm	EFEMP1	601548	NA	NA	NA	NA	121292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFHD1	EFHD1	ok	1	rs1108252, EFHD1 and GIGYF2, PMID:26198764	HGNC:29556	EF-hand domain family member D1	protein-coding gene	gene with protein product	Approved	2q37.1	02q37.1	FLJ13612	swiprosin-2	NA	EF hand domain containing 1	EF-hand domain containing	863	2004-01-29	NA	2015-11-05	2015-11-05	80303	ENSG00000115468	OTTHUMG00000133263	uc002vtc.4	NA	NM_025202	CCDS2497|CCDS58755|CCDS82580	Q9BUP0	21244694	MGI:1921607	RGD:1559565	NA	EFHD1	611617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFNA5	EFNA5	ok	1	rs464250, EFNA5, PMID:27846195	HGNC:3225	ephrin A5	protein-coding gene	gene with protein product	Approved	5q21.3	05q21.3	AF1|LERK7	NA	EPLG7	ephrin-A5	Ephrins	546	1995-05-10	NA	2016-04-05	2016-10-05	1946	ENSG00000184349	OTTHUMG00000128741	uc003kol.3	U26403	NM_001962	CCDS4097	P52803	8661153|9245480	MGI:107444	RGD:620391	NA	EFNA5	601535	NA	NA	NA	NA	NA	NA	NA	NA	NA	ligandId:4912	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFNB1	EFNB1	ok	1	rs5937157, EFNB1 and PJA1, PMID:25056061	HGNC:3226	ephrin B1	protein-coding gene	gene with protein product	Approved	Xq13.1	Xq13.1	LERK2|Elk-L	NA	EPLG2|CFNS	craniofrontonasal syndrome (craniofrontonasal dysplasia)|ephrin-B1	Ephrins	546	1995-01-17	NA	2016-04-05	2016-10-05	1947	ENSG00000090776	OTTHUMG00000021751	uc004dxd.5	U09303	NM_004429	CCDS14391	P98172	7774950|16526919	MGI:102708	RGD:2540	Mental Retardation database|http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EFNB1	EFNB1	300035	NA	NA	NA	NA	121305	NA	NA	NA	NA	ligandId:4913	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EFR3B	EFR3B	ok	1	rs183823891, EFR3B, PMID:26198764	HGNC:29155	EFR3 homolog B	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	FLJ37871	NA	KIAA0953	KIAA0953|EFR3 homolog B (S. cerevisiae)	Armadillo-like helical domain containing	1492	2004-01-14	2007-11-14	2015-07-02	2016-10-05	22979	ENSG00000084710	OTTHUMG00000151988	uc010eyh.4	AB023170	NM_014971	CCDS46231|CCDS82425	Q9Y2G0	10231032	MGI:2444851	RGD:1310845	NA	EFR3B	616797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EGFEM1P	EGFEM1P	ok	2	rs115449435, EGFEM1P, PMID:27846195; rs76289741, EGFEM1P, PMID:27846195	HGNC:25149	EGF like and EMI domain containing 1, pseudogene	pseudogene	pseudogene	Approved	3q26.2	03q26.2	NA	NA	C3orf50|NCRNA00259	chromosome 3 open reading frame 50|non-protein coding RNA 259|EGF-like and EMI domain containing 1, pseudogene	NA	NA	2006-01-16	2010-09-24	2016-01-21	2016-01-21	93556	ENSG00000206120	OTTHUMG00000154721	NA	AF086185	NR_021485	NA	Q0D2K5	12477932	MGI:1922990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EGR2	EGR2	ok	1	rs7901794, EGR2 and NRBF2, PMID:26198764	HGNC:3239	early growth response 2	protein-coding gene	gene with protein product	Approved	10q21.3	10q21.3	NA	Krox-20 homolog, Drosophila	KROX20	early growth response 2 (Krox-20 homolog, Drosophila)	Zinc fingers C2H2-type	28	1988-08-31	NA	2009-04-23	2018-12-06	1959	ENSG00000122877	OTTHUMG00000018308	uc009xph.4	BC035625	NM_000399	CCDS7267|CCDS44409	P11161	NA	MGI:95296	RGD:621608	Mutation Database of Inherited Peripheral Neuropathies|http://www.molgen.ua.ac.be/CMTMutations|LRG_239|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_239.xml	EGR2	129010	NA	NA	NA	NA	121314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EIF2S2P7	EIF2S2P7	ok	3	rs11682175, EIF2S2P7 and VRK2, PMID:26198764; rs11682175, EIF2S2P7 and VRK2, PMID:25056061; rs1468958, RNA5SP93 and EIF2S2P7, PMID:0	HGNC:37795	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 7	pseudogene	pseudogene	Approved	2p16.1	02p16.1	NA	NA	NA	eukaryotic translation initiation factor 2, subunit 2 beta pseudogene 7	NA	NA	2010-02-24	NA	2015-12-16	2015-12-16	647016	NA	NA	NA	NA	NG_021500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000240049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EIF3F	EIF3F	ok	1	rs10769859, COX6CP5 and EIF3F, PMID:27846195	HGNC:3275	eukaryotic translation initiation factor 3 subunit F	protein-coding gene	gene with protein product	Approved	11p15.4	11p15.4	eIF3-epsilon|eIF3-p47|eIF3f	NA	EIF3S5	eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa|eukaryotic translation initiation factor 3, subunit F	Eukaryotic translation initiation factor 3	1121	1998-11-26	2007-07-27	2015-12-04	2015-12-04	8665	ENSG00000175390	OTTHUMG00000165675	uc001mfw.5	U94855|AK093511	NM_003754	CCDS7785	O00303	9341143	MGI:1913335	RGD:1306112	NA	EIF3F	603914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EIF3FP3	EIF3FP3	ok	1	rs9789483, EIF3FP3 and LINC01122, PMID:26198764	HGNC:37625	eukaryotic translation initiation factor 3 subunit F pseudogene 3	pseudogene	pseudogene	Approved	2p16.1	02p16.1	NA	NA	NA	eukaryotic translation initiation factor 3, subunit F pseudogene 3	NA	NA	2009-11-25	NA	2015-12-04	2015-12-04	339799	ENSG00000233426	OTTHUMG00000152112	NA	NA	NG_006949.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EIF4E2P1	EIF4E2P1	ok	1	rs6035684, EIF4E2P1 and MRPS11P1, PMID:26198764	HGNC:16237	eukaryotic translation initiation factor 4E family member 2 pseudogene 1	pseudogene	pseudogene	Approved	20p11.23	20p11.23	dJ1049G11.3	NA	EIF4EL4	eukaryotic translation initiation factor 4E-like 4	NA	NA	2001-07-17	2004-10-30	2006-11-13	2014-11-28	128770	ENSG00000213384	OTTHUMG00000032008	NA	NA	NG_005202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000297065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EIF4EBP2P3	EIF4EBP2P3	ok	1	rs9491640, EIF4EBP2P3 and POU3F2, PMID:19023125	HGNC:49318	eukaryotic translation initiation factor 4E binding protein 2 pseudogene 3	pseudogene	pseudogene	Approved	6q16.1	06q16.1	NA	NA	NA	NA	NA	NA	2013-10-16	NA	NA	2014-11-28	100190924	ENSG00000220505	OTTHUMG00000015253	NA	NA	NG_008683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000301485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ELAC2	ELAC2	ok	2	rs9908102, ELAC2, PMID:26198764; rs80282661, ELAC2 and HS3ST3A1, PMID:27400856	HGNC:14198	elaC ribonuclease Z 2	protein-coding gene	gene with protein product	Approved	17p12	17p12	FLJ10530|HPC2	tRNase Z (long form)	NA	elaC (E. coli) homolog 2|elaC homolog 2 (E. coli)	Endoribonucleases	1687	2000-12-14	NA	2013-05-24	2016-10-05	60528	ENSG00000006744	OTTHUMG00000058764	uc002gnz.5	AF304370	NM_001165962	CCDS11164|CCDS54093	Q9BQ52	10986046|16636667|21559454	MGI:1890496	RGD:628882	NA	ELAC2	605367	NA	NA	NA	NA	121513	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1.26.11	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ELAVL4	ELAVL4	ok	1	rs12138061, ELAVL4, PMID:26198764	HGNC:3315	ELAV like RNA binding protein 4	protein-coding gene	gene with protein product	Approved	1p33-p32.3	01p33-p32.3	PNEM	Hu antigen D	HUD	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4|ELAV like neuron-specific RNA binding protein 4	RNA binding motif containing	725	1993-07-12	NA	2016-08-22	2018-02-13	1996	ENSG00000162374	OTTHUMG00000007877	uc010omz.3	AY033998	NM_021952	CCDS44138|CCDS44139|CCDS44140|CCDS53315|CCDS553|CCDS72788|CCDS81321	P26378	8222755	MGI:107427	RGD:1560027	NA	ELAVL4	168360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ELF2P4	ELF2P4	ok	2	rs4380187, RPL23AP33 and ELF2P4, PMID:23974872; rs1483242, RPL23AP33 and ELF2P4, PMID:26198764	HGNC:33540	E74-like factor 2 pseudogene 4	pseudogene	pseudogene	Approved	2q32.1	02q32.1	NA	NA	NA	NA	NA	NA	2007-07-25	NA	NA	2010-05-19	644935	NA	NA	NA	NA	NG_006556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ELP3	ELP3	ok	1	rs4732838, ELP3, PMID:0	HGNC:20696	elongator acetyltransferase complex subunit 3	protein-coding gene	gene with protein product	Approved	8p21.1	08p21.1	FLJ10422|KAT9	NA	NA	elongation protein 3 homolog (S. cerevisiae)	Lysine acetyltransferases|Elongator acetyltransferase complex |GCN5 related N-acetyltransferases	486|539|1134	2003-03-20	NA	2012-08-08	2014-11-19	55140	ENSG00000134014	OTTHUMG00000102124	uc003xgn.6	NA	NM_018091	CCDS6065|CCDS64860|CCDS64861|CCDS75717|CCDS75718	Q9H9T3	11714725	MGI:1921445	RGD:2324506	NA	ELP3	612722	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2653	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EMB	EMB	ok	3	rs76329678, EMB and PARP8, PMID:26198764; rs13358908, HCN1 and EMB, PMID:26198764; rs144223816, HCN1 and EMB, PMID:26198764	HGNC:30465	embigin	protein-coding gene	gene with protein product	Approved	5q11.1	05q11.1	MGC71745	NA	NA	embigin homolog (mouse)	I-set domain containing|Basigin family 	593|1669	2004-11-30	NA	2010-06-24	2014-11-19	133418	ENSG00000170571	OTTHUMG00000131161	uc003jom.4	BC059398	NM_198449	CCDS3953	Q6PCB8	9438341	MGI:95321	RGD:621067	NA	EMB	615669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EMC2	EMC2	ok	1	rs11774379, EMC2, PMID:0	HGNC:28963	ER membrane protein complex subunit 2	protein-coding gene	gene with protein product	Approved	8q23.1	08q23.1	NA	NA	KIAA0103|TTC35	tetratricopeptide repeat domain 35	Tetratricopeptide repeat domain containing	769	2004-01-30	2012-05-23	2012-05-23	2016-10-05	9694	ENSG00000104412	OTTHUMG00000164873	uc003ymw.2	BC021667	NM_014673	CCDS6309	Q15006	7788527|22119785	MGI:1913986	RGD:1310430	NA	NA	607722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EML6	EML6	ok	1	rs354225, RPL23AP32 and EML6, PMID:26198764	HGNC:35412	EMAP like 6	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	FLJ42562	NA	NA	echinoderm microtubule associated protein like 6	WD repeat domain containing|EMAP like	362|1679	2008-12-05	NA	2018-11-12	2018-11-15	400954	ENSG00000214595	OTTHUMG00000152035	uc002ryb.5	NA	NM_001039753	CCDS46286	Q6ZMW3	NA	MGI:2442895	RGD:1561672	NA	EML6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EMX1	EMX1	ok	1	rs2077586, EMX1, PMID:26198764	HGNC:3340	empty spiracles homeobox 1	protein-coding gene	gene with protein product	Approved	2p13.2	02p13.2	NA	NA	NA	empty spiracles homolog 1 (Drosophila)	NKL subclass homeoboxes and pseudogenes	519	1994-02-08	NA	2007-02-15	2015-08-25	2016	ENSG00000135638	OTTHUMG00000129778	uc002sin.1	X68879	NM_004097	CCDS1921	Q04741	7959790	MGI:95387	RGD:1564002	NA	EMX1	600034	NA	8432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EMX2OS	EMX2OS	ok	1	rs181500, PDZD8 and EMX2OS, PMID:22688191	HGNC:18511	EMX2 opposite strand/antisense RNA	non-coding RNA	RNA, long non-coding	Approved	10q26.11	10q26.11	NCRNA00045|EMX2-AS1	non-protein coding RNA 45	NA	empty spiracles homeobox 2 opposite strand|EMX2 opposite strand (non-protein coding)|EMX2 opposite strand/antisense RNA (non-protein coding)	Long non-coding RNAs (published)	788	2004-02-04	2011-11-14	2012-08-15	2014-10-22	196047	ENSG00000229847	OTTHUMG00000019125	uc001ldg.4	AY117034	NR_002791	NA	NA	12573261	MGI:3052329	NA	NA	NA	607637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Emx2os	NA	NA	URS000073968D	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ENOX1	ENOX1	ok	2	rs189688109, ENOX1, PMID:27846195; rs145463728, ENOX1, PMID:27846195	HGNC:25474	ecto-NOX disulfide-thiol exchanger 1	protein-coding gene	gene with protein product	Approved	13q14.11	13q14.11	FLJ10094|PIG38|CNOX|cCNOX	ecto-NADPH oxidase disulfide-thiol exchanger 1	NA	NA	RNA binding motif containing	725	2007-03-23	NA	NA	2016-09-28	55068	ENSG00000120658	OTTHUMG00000016818	uc001uzc.5	EF432052	NM_017993	CCDS9389	Q8TC92	11360993	MGI:2444896	RGD:1306118	NA	ENOX1	610914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EP300-AS1	EP300-AS1	ok	2	rs9607782, EP300-AS1, PMID:26198764; rs9607782, EP300-AS1, PMID:25056061	HGNC:50504	EP300 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	22q13.2	22q13.2	NA	NA	NA	NA	NA	NA	2014-05-12	NA	NA	2014-05-12	101927279	ENSG00000231993	OTTHUMG00000150941	NA	NA	NR_110514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075B03B	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
EPC2	EPC2	ok	1	rs76355118, EPC2, PMID:26198764	HGNC:24543	enhancer of polycomb homolog 2	protein-coding gene	gene with protein product	Approved	2q23.1	02q23.1	DKFZP566F2124	NA	NA	enhancer of polycomb homolog 2 (Drosophila)	NA	NA	2004-05-04	NA	2016-02-01	2016-10-05	26122	ENSG00000135999	OTTHUMG00000153739	uc010zbt.3	AF286904	NM_015630	CCDS46422	Q52LR7	NA	MGI:1278321	RGD:1307271	NA	EPC2	611000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
