region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr16:31277131-31277202	ITGAM	NO	chr16:31277131-31277202	chr16	31277131	31277202	chr16	72	*	polyA	ENSG00000169896.12	+	0	0	0	1	0	1	0	exonIntron	chr16:31277131-31277202	ENSG00000169896	ITGAM	HGNC:6149	ITGAM	integrin subunit alpha M	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	MAC-1|CD11b	complement component 3 receptor 3 subunit	CR3A|CD11B	integrin, alpha M (complement component receptor 3, alpha; also known as CD11b (p170), macrophage antigen alpha polypeptide)|integrin, alpha M (complement component 3 receptor 3 subunit)	CD molecules|Integrin alpha subunits|Complement system regulators and receptors	471|1160|1639	1988-08-05	NA	2015-12-15	2015-12-15	3684	OTTHUMG00000176612	uc002ebq.4	J03925	NM_000632	CCDS45470|CCDS54004	P11215	NA	MGI:96607	RGD:2926	NA	ITGAM	120980	NA	NA	NA	NA	358399	NA	NA	NA	NA	objectId:2452	NA	NA	CD11b	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:66646511-66647777	CMTM3	NO	chr16:66646511-66647777	chr16	66646511	66647777	chr16	1267	*	polyA	ENSG00000140931.15	+	0	1	0	0	0	1	0	strictIntronic	chr16:66646511-66647777	ENSG00000140931	CMTM3	HGNC:19174	CMTM3	CKLF like MARVEL transmembrane domain containing 3	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ31762|BNAS2	NA	CKLFSF3	chemokine-like factor superfamily 3|CKLF-like MARVEL transmembrane domain containing 3	CKLF like MARVEL transmembrane domain containing	978	2002-09-10	2005-11-08	2016-01-26	2016-10-05	123920	OTTHUMG00000137503	uc002epu.5	AK056324	NM_144601	CCDS10815	Q96MX0	15087455	MGI:2447162	RGD:1308763	NA	CMTM3	607886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:8591336-8591485	MYO1F	NO	chr19:8591336-8591485	chr19	8591336	8591485	chr19	150	*	polyA	ENSG00000142347.12	-	0	1	0	0	0	0	0	3UTR	chr19:8591336-8591485	ENSG00000142347	MYO1F	HGNC:7600	MYO1F	myosin IF	protein-coding gene	gene with protein product	Approved	19p13.2	19p13.2	NA	NA	NA	NA	Myosins, class I	1097	1996-04-04	NA	NA	2016-10-05	4542	OTTHUMG00000156005	uc002mkg.4	X98411	NM_001348355	CCDS42494	O00160	9119401|8884266	MGI:107711	RGD:1309750	NA	MYO1F	601480	NA	NA	NA	NA	470714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:96324489-96324586	FAM120A	NO	chr9:96324489-96324586	chr9	96324489	96324586	chr9	98	*	polyA	ENSG00000048828.12	+	0	0	0	1	0	1	0	exonIntron	chr9:96324489-96324586	ENSG00000048828	FAM120A	HGNC:13247	FAM120A	family with sequence similarity 120A	protein-coding gene	gene with protein product	Approved	9q22.31	09q22.31	KIAA0183|OSSA	oxidative stess-associated Src activator	C9orf10	chromosome 9 open reading frame 10	NA	NA	2002-10-09	2006-07-04	2006-07-04	2017-07-12	23196	OTTHUMG00000020252	uc004atw.5	AF214737	NM_014612	CCDS6706|CCDS75859	Q9NZB2	14585507|19015244|25896327	MGI:2446163	RGD:1306643	NA	FAM120A	612265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:134060074-134060178	SLA	NO	chr8:134060074-134060178	chr8	134060074	134060178	chr8	105	*	polyA	ENSG00000155926.9	-	0	0	1	1	0	1	0	exonIntron	chr8:134060074-134060178	ENSG00000155926	SLA	HGNC:10902	SLA	Src like adaptor	protein-coding gene	gene with protein product	Approved	8q24.22	08q24.22	SLA1|SLAP-1|hSLAP|SLAP	NA	NA	Src-like-adapter|Src-like-adaptor	SH2 domain containing	741	1995-08-11	NA	2016-12-12	2016-12-13	6503	OTTHUMG00000164439	uc003ytz.4	NA	NM_001045556	CCDS6370|CCDS47922|CCDS47923|CCDS64977|CCDS64978	Q13239	8825655|11179692|26339145	MGI:104295	RGD:631373	NA	SLA	601099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:3118180-3118240	IL32	NO	chr16:3118180-3118240	chr16	3118180	3118240	chr16	61	*	polyA	ENSG00000008517.12	+	0	0	0	1	0	0	0	strictExonic	chr16:3118180-3118240	ENSG00000008517	IL32	HGNC:16830	IL32	interleukin 32	protein-coding gene	gene with protein product	Approved	16p13.3	16p13.3	NK4|TAIF|TAIFb|TAIFd	natural killer cell transcript 4	NA	NA	Interleukins	601	2005-02-08	NA	NA	2014-11-18	9235	OTTHUMG00000167498	uc002cto.4	M59807	NM_004221	CCDS32377|CCDS32378|CCDS32379|CCDS45394|CCDS76811	P24001	1729377|9653642	NA	NA	NA	IL32	606001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr22:37872933-37873019	MFNG	NO	chr22:37872933-37873019	chr22	37872933	37873019	chr22	87	*	polyA	ENSG00000100060.13	-	0	1	0	0	0	1	0	strictIntronic	chr22:37872933-37873019	ENSG00000100060	MFNG	HGNC:7038	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein-coding gene	gene with protein product	Approved	22q13.1	22q13.1	NA	NA	NA	manic fringe (Drosophila) homolog|manic fringe homolog (Drosophila)	Beta 3-glycosyltransferases	426	1997-11-07	NA	2006-11-13	2014-11-19	4242	OTTHUMG00000150560	uc003ass.3	BC094814	NM_002405	CCDS13947|CCDS54525	O00587	9878264|9187150	MGI:1095404	RGD:735126	NA	MFNG	602577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.1.222	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr4:15656826-15656987	FBXL5	NO	chr4:15656826-15656987	chr4	15656826	15656987	chr4	162	*	polyA	ENSG00000118564.10	-	0	0	1	0	0	0	1	promoter	chr4:15656826-15656987	ENSG00000118564	FBXL5	HGNC:13602	FBXL5	F-box and leucine rich repeat protein 5	protein-coding gene	gene with protein product	Approved	4p15.32	04p15.32	FBL4|FBL5|FLR1	NA	NA	NA	F-box and leucine rich repeat proteins	558	2000-09-27	NA	2016-06-06	2016-10-05	26234	OTTHUMG00000097097	uc003goc.3	AF174591	NM_001193534	CCDS3415|CCDS54745	Q9UKA1	10531035	MGI:2152883	RGD:1306887	NA	FBXL5	605655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:149450018-149450134	CSF1R	NO	chr5:149450018-149450134	chr5	149450018	149450134	chr5	117	*	polyA	ENSG00000182578.9	-	0	0	0	1	0	1	0	exonIntron	chr5:149450018-149450134	ENSG00000182578	CSF1R	HGNC:2433	CSF1R	colony stimulating factor 1 receptor	protein-coding gene	gene with protein product	Approved	5q32	05q32	C-FMS|CSFR|CD115	NA	FMS	McDonough feline sarcoma viral (v-fms) oncogene homolog	Receptor tyrosine kinases|CD molecules|Immunoglobulin like domain containing	321|471|594	2001-06-22	NA	2008-08-01	2015-09-11	1436	OTTHUMG00000130050	uc003lrm.3	U63963	NM_005211	CCDS4302	P07333	1611909	MGI:1339758	RGD:2425	NA	CSF1R	164770	NA	NA	NA	NA	317674	NA	NA	NA	NA	objectId:1806	NA	NA	CD115	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:48625223-48626203	SPIDR	NO	chr8:48625223-48626203	chr8	48625223	48626203	chr8	981	*	polyA	ENSG00000164808.12	+	0	2	0	1	0	2	0	exonIntron	chr8:48625223-48626203	ENSG00000164808	SPIDR	HGNC:28971	SPIDR	scaffold protein involved in DNA repair	protein-coding gene	gene with protein product	Approved	8q11.21	08q11.21	NA	NA	KIAA0146	KIAA0146|scaffolding protein involved in DNA repair	NA	NA	2005-09-01	2013-07-02	2018-03-01	2018-03-01	23514	OTTHUMG00000164176	NA	AK055680	NM_001080394	CCDS43737|CCDS64890|CCDS64891|CCDS87607	Q14159	8590280|23509288	MGI:1924834	RGD:1566036	NA	NA	615384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:126442557-126443504	TRIB1	NO	chr8:126442557-126443504	chr8	126442557	126443504	chr8	948	*	polyA	ENSG00000173334.3	+	0	0	1	1	0	0	1	strictExonic	chr8:126442557-126443504	ENSG00000173334	TRIB1	HGNC:16891	TRIB1	tribbles pseudokinase 1	protein-coding gene	gene with protein product	Approved	8q24.13	08q24.13	C8FW|GIG2|TRB1	NA	NA	tribbles homolog 1 (Drosophila)	NA	NA	2004-05-10	NA	2013-10-03	2016-11-01	10221	OTTHUMG00000165007	uc003yrx.4	AF205437	NM_025195	CCDS6357|CCDS64971	Q96RU8	9342215|16715410	MGI:2443397	RGD:621596	NA	TRIB1	609461	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2249	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:73401569-73401761	GRB2	NO	chr17:73401569-73401761	chr17	73401569	73401761	chr17	193	*	polyA	ENSG00000177885.9	-	0	0	1	0	0	0	2	promoter	chr17:73401569-73401761	ENSG00000177885	GRB2	HGNC:4566	GRB2	growth factor receptor bound protein 2	protein-coding gene	gene with protein product	Approved	17q25.1	17q25.1	NCKAP2	NA	NA	growth factor receptor-bound protein 2	SH2 domain containing	741	1994-03-04	NA	2015-11-12	2016-10-05	2885	OTTHUMG00000134332	uc002jnx.5	NA	NM_002086	CCDS11721|CCDS11722	P62993	10051406	MGI:95805	RGD:619758	NA	GRB2	108355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:128419929-128420078	MAPKAP1	NO	chr9:128419929-128420078	chr9	128419929	128420078	chr9	150	*	polyA	ENSG00000119487.12	-	0	0	1	0	0	0	1	promoter	chr9:128419929-128420078	ENSG00000119487	MAPKAP1	HGNC:18752	MAPKAP1	mitogen-activated protein kinase associated protein 1	protein-coding gene	gene with protein product	Approved	9q33.3	09q33.3	MGC2745|SIN1|MIP1	stress-activated protein kinase-interacting 1	NA	NA	MTOR complex 2	1333	2002-07-19	NA	NA	2016-10-05	79109	OTTHUMG00000020683	uc004bpv.3	M37191	NM_001006617	CCDS6864|CCDS35139|CCDS35140|CCDS35141|CCDS48020	Q9BPZ7	15363842	MGI:2444554	RGD:1305363	NA	MAPKAP1	610558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:17279654-17279911	TBC1D5	NO	chr3:17279654-17279911	chr3	17279654	17279911	chr3	258	*	polyA	ENSG00000131374.10	-	0	0	0	1	0	1	0	exonIntron	chr3:17279654-17279911	ENSG00000131374	TBC1D5	HGNC:19166	TBC1D5	TBC1 domain family member 5	protein-coding gene	gene with protein product	Approved	3p24.3	03p24.3	KIAA0210	NA	NA	TBC1 domain family, member 5	NA	NA	2002-08-29	NA	2015-11-18	2015-11-18	9779	OTTHUMG00000155488	uc003cbf.3	D86965	NM_014744	CCDS33714|CCDS46770	Q92609	19531583	MGI:1919488	RGD:1561626	NA	TBC1D5	615740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:73101531-73101691	SLC16A5	NO	chr17:73101531-73101691	chr17	73101531	73101691	chr17	161	*	polyA	ENSG00000170190.11	+	0	0	0	0	0	1	0	strictIntronic	chr17:73101531-73101691	ENSG00000170190	SLC16A5	HGNC:10926	SLC16A5	solute carrier family 16 member 5	protein-coding gene	gene with protein product	Approved	17q25.1	17q25.1	MCT5|MCT6	NA	NA	solute carrier family 16 (monocarboxylic acid transporters), member 5|solute carrier family 16, member 5 (monocarboxylic acid transporter 6)|solute carrier family 16 (monocarboxylate transporter), member 5	Solute carriers	752	1999-02-10	NA	2016-02-17	2016-02-17	9121	OTTHUMG00000179277	uc002jmr.5	U59299	NM_004695	CCDS11713	O15375	9425115	MGI:2443515	RGD:1582896	NA	SLC16A5	603879	NA	NA	NA	SLC16A5	NA	NA	NA	NA	NA	objectId:995	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr4:154627378-154627507	TLR2	NO	chr4:154627378-154627507	chr4	154627378	154627507	chr4	130	*	polyA	ENSG00000137462.6	+	526	0	0	0	1	0	0	strictIntergenic	chr4:154627378-154627507	ENSG00000137462	TLR2	HGNC:11848	TLR2	toll like receptor 2	protein-coding gene	gene with protein product	Approved	4q31.3	04q31.3	TIL4|CD282	NA	NA	toll-like receptor 2	CD molecules|Toll like receptors	471|948	1998-06-25	NA	2016-01-21	2016-10-25	7097	OTTHUMG00000161525	uc063aif.1	U88878	NM_001318787	CCDS3784	O60603	9435236	MGI:1346060	RGD:735138	NA	TLR2	603028	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1752	NA	NA	CD282	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:9804822-9804897	CAMK1	NO	chr3:9804822-9804897	chr3	9804822	9804897	chr3	76	*	polyA	ENSG00000134072.6	-	0	1	0	0	0	1	1	strictIntronic	chr3:9804822-9804897	ENSG00000134072	CAMK1	HGNC:1459	CAMK1	calcium/calmodulin dependent protein kinase I	protein-coding gene	gene with protein product	Approved	3p25.3	03p25.3	CaMKI|CaMKI-alpha	NA	NA	NA	Calmodulin dependent protein kinases	1630	1998-10-16	NA	2016-04-06	2018-06-04	8536	OTTHUMG00000128419	uc003bst.4	L41816	NM_003656	CCDS2582	Q14012	7641687	MGI:1098535	RGD:629473	NA	CAMK1	604998	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1952	NA	NA	NA	NA	2.7.11.17	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:6437944-6438788	TNFRSF1A	NO	chr12:6437944-6438788	chr12	6437944	6438788	chr12	845	*	polyA	ENSG00000067182.3	-	0	1	0	0	0	0	0	3UTR	chr12:6437944-6438788	ENSG00000067182	TNFRSF1A	HGNC:11916	TNFRSF1A	TNF receptor superfamily member 1A	protein-coding gene	gene with protein product	Approved	12p13.31	12p13.31	TNF-R|TNFAR|TNFR60|TNF-R-I|CD120a|TNF-R55	NA	TNFR1	tumor necrosis factor receptor superfamily, member 1A	CD molecules|Tumor necrosis factor receptor superfamily	471|782	1991-01-15	NA	2016-06-28	2018-12-06	7132	OTTHUMG00000168267	uc001qnu.4	M75866	NM_001065	CCDS8542	P19438	1655358|2158863	MGI:1314884	RGD:621237	INFEVERS: The repertory of Familial Mediterranean Fever (FMF) and Hereditary Inflammatory Disorders Mutations|http://fmf.igh.cnrs.fr/infevers/|LRG_193|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_193.xml	TNFRSF1A	191190	NA	NA	NA	NA	120173	NA	NA	NA	NA	objectId:1870	NA	NA	CD120a	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:57602493-57602600	LRP1	NO	chr12:57602493-57602600	chr12	57602493	57602600	chr12	108	*	polyA	ENSG00000123384.9	+	0	0	0	1	0	0	0	strictExonic	chr12:57602493-57602600	ENSG00000123384	LRP1	HGNC:6692	LRP1	LDL receptor related protein 1	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	LRP|CD91|LRP1A|APOER	transforming growth factor-β receptor type V	APR|A2MR|IGFBP3R1|IGFBP-3R	alpha-2-macroglobulin receptor|low density lipoprotein receptor-related protein 1	CD molecules|Low density lipoprotein receptors	471|634	1991-08-21	NA	2015-11-13	2018-04-24	4035	OTTHUMG00000044412	uc001snd.4	X13916	NM_002332	CCDS8932	Q07954	2548950	MGI:96828	RGD:1307535	NA	LRP1	107770	NA	NA	NA	NA	448482	NA	NA	NA	NA	NA	NA	NA	CD91	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:4614123-4616306	ARRB2	NO	chr17:4614123-4616306	chr17	4614123	4616306	chr17	2184	*	polyA	ENSG00000141480.13	+	0	0	0	0	0	1	2	strictIntronic	chr17:4614123-4616306	ENSG00000141480	ARRB2	HGNC:712	ARRB2	arrestin beta 2	protein-coding gene	gene with protein product	Approved	17p13.2	17p13.2	BARR2|DKFZp686L0365	arrestin 3	ARR2	arrestin, beta 2	Classical arrestins	1312	1994-01-10	NA	2016-03-30	2016-10-05	409	OTTHUMG00000090759	uc002fyj.4	NA	NM_004313	CCDS11050|CCDS11051|CCDS58504|CCDS58505|CCDS59276|CCDS82039	P32121	7695743	MGI:99474	RGD:2157	NA	ARRB2	107941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:121826846-121828043	CD86	NO	chr3:121826846-121828043	chr3	121826846	121828043	chr3	1198	*	polyA	ENSG00000114013.11	+	0	0	0	0	0	1	0	strictIntronic	chr3:121826846-121828043	ENSG00000114013	CD86	HGNC:1705	CD86	CD86 molecule	protein-coding gene	gene with protein product	Approved	3q13.33	03q13.33	B7.2|B7-2	B-lymphocyte antigen B7-2	CD28LG2	CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)	CD molecules|V-set domain containing|Immunoglobulin like domain containing	471|590|594	1994-12-07	NA	2006-03-28	2016-10-05	942	OTTHUMG00000159482	uc003eet.4	NA	NM_006889	CCDS3009|CCDS43138|CCDS56272|CCDS56273|CCDS74991	P42081	7513726	MGI:101773	RGD:628714	NA	CD86	601020	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2745	NA	NA	CD86	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr18:5293242-5293326	ZBTB14	NO	chr18:5293242-5293326	chr18	5293242	5293326	chr18	85	*	polyA	ENSG00000198081.6	-	0	0	1	1	0	1	0	exonIntron	chr18:5293242-5293326	ENSG00000198081	ZBTB14	HGNC:12860	ZBTB14	zinc finger and BTB domain containing 14	protein-coding gene	gene with protein product	Approved	18p11.31	18p11.31	ZNF478	NA	ZFP161	zinc finger protein 161 homolog (mouse)|zinc finger protein 161|ZFP161 zinc finger protein	Zinc fingers C2H2-type|BTB domain containing	28|861	1996-12-20	2013-01-08	2013-01-08	2014-11-19	7541	OTTHUMG00000131563	uc021ugn.2	D89859	NM_003409	CCDS11837	O43829	9244432	MGI:1195345	RGD:628712	NA	NA	602126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:161039317-161039673	ARHGAP30	NO	chr1:161039317-161039673	chr1	161039317	161039673	chr1	357	*	polyA	ENSG00000186517.9	-	0	0	1	1	0	0	1	strictExonic	chr1:161039317-161039673	ENSG00000186517	ARHGAP30	HGNC:27414	ARHGAP30	Rho GTPase activating protein 30	protein-coding gene	gene with protein product	Approved	1q23.3	01q23.3	FLJ00267	NA	NA	NA	Rho GTPase activating proteins	721	2005-06-16	NA	NA	2014-11-19	257106	OTTHUMG00000031477	uc001fxl.4	AL832852	NM_181720	CCDS1215|CCDS30918|CCDS72958	Q7Z6I6	NA	MGI:2684948	RGD:1561419	NA	ARHGAP30	614264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:131100889-131101159	NUDT16	NO	chr3:131100889-131101159	chr3	131100889	131101159	chr3	271	*	polyA	ENSG00000198585.7	+	0	0	0	1	0	1	1	exonIntron	chr3:131100889-131101159	ENSG00000198585	NUDT16	HGNC:26442	NUDT16	nudix hydrolase 16	protein-coding gene	gene with protein product	Approved	3q22.1	03q22.1	FLJ31265	NA	NA	nudix (nucleoside diphosphate linked moiety X)-type motif 16	Nudix hydrolase family	667	2005-01-25	NA	2015-11-13	2018-06-04	131870	OTTHUMG00000159623	uc003eog.3	AK055827	NM_152395	CCDS3070|CCDS54640|CCDS54641	Q96DE0	18820299|21337011	MGI:1922936	RGD:1311387	NA	NUDT16	617381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:11808471-11808667	AGTRAP	NO	chr1:11808471-11808667	chr1	11808471	11808667	chr1	197	*	polyA	ENSG00000177674.11	+	0	1	0	0	0	1	0	strictIntronic	chr1:11808471-11808667	ENSG00000177674	AGTRAP	HGNC:13539	AGTRAP	angiotensin II receptor associated protein	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	ATRAP	NA	NA	NA	NA	NA	2002-09-12	NA	2016-01-12	2018-02-19	57085	OTTHUMG00000002230	uc001asv.4	AF165187	NM_020350	CCDS136|CCDS30585|CCDS30586|CCDS41248|CCDS44056	Q6RW13	11733189	MGI:1339977	RGD:1359346	NA	AGTRAP	608729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:14208575-14208702	PRKACA	NO	chr19:14208575-14208702	chr19	14208575	14208702	chr19	128	*	polyA	ENSG00000072062.9	-	0	0	0	1	0	0	0	strictExonic	chr19:14208575-14208702	ENSG00000072062	PRKACA	HGNC:9380	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	protein-coding gene	gene with protein product	Approved	19p13.1	19p13.1	PKACa	NA	NA	protein kinase, cAMP-dependent, catalytic, alpha|protein kinase, cAMP-dependent, alpha catalytic subunit	AGC family kinases	1625	2001-06-22	NA	2016-01-27	2016-01-27	5566	OTTHUMG00000182051	uc002myc.4	NA	NM_002730	CCDS12304|CCDS12305	P17612	8884279	MGI:97592	RGD:3389	NA	PRKACA	601639	NA	NA	NA	NA	404135	NA	NA	NA	NA	objectId:1476	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:10363220-10364268	KIF1B	NO	chr1:10363220-10364268	chr1	10363220	10364268	chr1	1049	*	polyA	ENSG00000054523.12	+	0	0	0	1	0	1	0	exonIntron	chr1:10363220-10364268	ENSG00000054523	KIF1B	HGNC:16636	KIF1B	kinesin family member 1B	protein-coding gene	gene with protein product	Approved	1p36.22	01p36.22	KIAA0591|KLP|HMSNII	NA	CMT2A|CMT2	NA	Kinesins|Pleckstrin homology domain containing	622|682	2001-11-14	NA	NA	2018-12-06	23095	OTTHUMG00000001817	uc001aqw.5	AF257176	NM_015074	CCDS111|CCDS112	O60333	11389829|10762626	MGI:108426	RGD:621520	Inherited Peripheral Neuropathies Mutation Database|http://www.molgen.ua.ac.be/CMTMutations/|LRG_252|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_252.xml	KIF1B	605995	NA	NA	NA	NA	122840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr21:46321406-46321648	ITGB2	NO	chr21:46321406-46321648	chr21	46321406	46321648	chr21	243	*	polyA	ENSG00000160255.12	-	0	1	0	0	0	1	0	strictIntronic	chr21:46321406-46321648	ENSG00000160255	ITGB2	HGNC:6155	ITGB2	integrin subunit beta 2	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	LFA-1|MAC-1	complement component 3 receptor 3 and 4 subunit	CD18|MFI7	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)|integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	CD molecules|Integrin beta subunits|Complement system regulators and receptors	471|1159|1639	1986-01-01	NA	2015-12-15	2018-12-06	3689	OTTHUMG00000090257	uc002zgf.5	AK222505	NM_000211	CCDS13716	P05107	NA	MGI:96611	RGD:1305581	ITGB2base: Mutation registry for Leukocyte adhesion deficiency I (LAD-I)|http://structure.bmc.lu.se/idbase/ITGB2base/|LRG_76|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_76.xml	ITGB2	600065	NA	NA	NA	NA	122698	NA	NA	NA	NA	objectId:2456	NA	NA	CD18	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
